product_type,brand,model,sku,discount_percent,regular_price_sar,sale_price_sar,color,image_url,os,ram,screen_refresh_rate_hz,screen_size_inch,screen_type,special_features,storage,weight_kg,product_url,ai_enabled,cpu_clock,sim_slots,price,renewed
Tablet - 5G,Apple,iPad Air 11 M3,654223,,3849,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/2/c/c/d/2ccd86933c1421bb8f61d33691743eef7dacc8a4_654223.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,256 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654223.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M3,654207,,2699,,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/4/7/4/c/474c9213baf10100ebae81f325777f1b7381dbdb_654207.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,128 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654207.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Air 11 M3,654206,,3399,,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/6/0/3/9/603995771a5d41a9f3a93fffd9fbcc795de74dc4_654206.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,128 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654206.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M3,654226,,3149,,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/8/0/8/1/8081299acabade5f612e190a188faf387aa938c4_654226.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,256 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654226.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Air 11 M3,654228,,3849,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/6/f/a/a/6faab47e0be51dcc395b4c359da1784d613b88f7_654228.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,256 GB,460.00 g ( 1.01 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m3-tablet-pc-654228.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Air 13 M3,654208,,4399,,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/1/f/7/a/1f7ad09bd4bed11d3a9deb2c2c6257812ec3fafd_654208.jpg,iPadOS 18,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,128 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m3-tablet-pc-654208.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Pro 13 M4,635608,,7799,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/6/6/f/7/66f77c9cd30fe70522a0ee0a507467ce9c554208_635608.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 GB,582.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-tablet-pc-635608.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Tablet - 5G,Apple,iPad Pro 11 M4,635592,,8299,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/0/f/8/1/0f81ea4ed85ff751dd9710d4ab42a1e4099554eb_635592.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer",1 TB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-tablet-pc-635592.html,Apple Intelligence,4 Performance Cores/6 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Pro 13 M4,635599,,6899,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/3/c/1/f/3c1f66996291ba83c4bdd9654011319f06fe4e68_635599.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 GB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-tablet-pc-635599.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Pro 13 M4,635598,,5999,,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/2/1/6/d/216d2e1a6fbe0c97a445cb59222328856e89f5ae_635598.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-tablet-pc-635598.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Pro 13 M4,635602,,6899,,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/a/c/b/d/acbd0d47c39a5a8df3a3bbb5a8c6b64a476b881a_635602.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 GB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-tablet-pc-635602.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Pro 11 M4,635587,,7399,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/4/8/f/e/48fe6197b5dc92436040744f011959d45fd79ff5_635587.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",1 TB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-tablet-pc-635587.html,Apple Intelligence,4 Performance Cores/6 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad Pro 13 M4,635606,,6899,,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/4/a/7/5/4a75399a1497e0086ec5b3b907fe7aa78916e373_635606.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,582.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-tablet-pc-635606.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Pro 11 M4,635605,,5599,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/7/b/7/e/7b7e453aecf5edba0c30da1f8aad1be96b7dd847_635605.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 GB,444.00 g ( 15.67 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-tablet-pc-635605.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Tablet - 5G,Apple,iPad Pro 11 M4,635614,,6499,,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/3/3/d/4/33d43efb1f836983c1d2112dc55c0762ed9a0cc4_635614.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer Three-axis Gyro, Barometer, Ambient Light",512 GB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-tablet-pc-635614.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Pro 11 M4,635607,,5599,,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/0/c/5/d/0c5d7847391ba3c8e51354b3ef8a6130158f2465_635607.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",512 GB,444.00 g ( 15.67 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-tablet-pc-635607.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Tablet - 5G,Apple,iPad Pro 11 M4,635610,,5599,,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/d/5/4/3/d54334410f359ac6b4e47dbe4b28d6a3cc7bf0c4_635610.jpg,iPadOS 17,8 GB RAM,Ultra Retina XDR Display,"11""",2420 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,446.00 g ( 15.74 oz ),https://www.jarir.com/sa-en/apple-ipad-pro-11-m4-2024-tablet-pc-635610.html,Apple Intelligence,3 Performance Cores/6 Efficieny Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Pro 13 M4,635631,,9149,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/8/f/e/9/8fe9ebbd30563dcdf89d18dd58763f4f71c6f651_635631.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer",1 TB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-tablet-pc-635631.html,Apple Intelligence,4 Performance Cores/6 Efficiency Cores,,,new
Wi-Fi Tablet PC,Apple,iPad Pro 13 M4,635671,,8699,,Space Black,https://ak-asset.jarir.com/akeneo-prod/asset/2/6/1/0/2610bb3e34cf603f53627eb1b8bc2b1dca6b6b49_635671.jpg,iPadOS 17,16 GB RAM,Ultra Retina XDR Display,"13""",2752 X 2064 Pixels,"Face ID, LiDAR Scanner, Accelerometer",1 TB,579.00 g ( 1.28 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-13-m4-2024-tablet-pc-635671.html,Apple Intelligence,4 Performance Cores/6 Efficiency Cores,,,new
Tablet - 5G,Apple,iPad mini (A17 Pro),645015,,3449,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/9/7/7/4/97746eaed0c2687b03824f4c372aba78f146a209_645015.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",256 GB,297.00 g ( 10.48 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-7-tablet-pc-645015.html,Apple Intelligence,,1 SIM,,new
Tablet - 5G,Apple,iPad mini (A17 Pro),645016,,2999,,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/7/f/a/f/7faf9bce6f323459d42c976ee6ef09dbef1a35a9_645016.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",128 GB,297.00 g ( 10.48 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-7-tablet-pc-645016.html,Apple Intelligence,,1 SIM,,new
Tablet - 5G,Apple,iPad mini (A17 Pro),645018,,3449,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/4/b/b/f/4bbf5fb1e93190dec96187eb2eafb6d1b3fd27a3_645018.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",256 GB,297.00 g ( 10.48 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-7-tablet-pc-645018.html,Apple Intelligence,,1 SIM,,new
Wi-Fi Tablet PC,Apple,iPad mini (A17 Pro),645031,,2749,,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/7/0/1/0/701094a09695a103b6c1ad1708aa7f3abe5fb4d0_645031.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",256 GB,293.00 g ( 10.34 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-a17-pro-tablet-pc-645031.html,Apple Intelligence,,,,new
Wi-Fi Tablet PC,Apple,iPad mini (A17 Pro),645039,,3649,,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/c/7/c/2/c7c23006c89739bda5c1119a068b894c404ab3ac_645039.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",512 GB,293.00 g ( 10.34 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-a17-pro-tablet-pc-645039.html,Apple Intelligence,,,,new
Wi-Fi Tablet PC,Apple,iPad mini (A17 Pro),645013,,3649,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/2/8/6/7/28672655c5cdce80412df4259d39143774c2c90d_645013.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",512 GB,293.00 g ( 10.34 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-7-tablet-pc-645013.html,Apple Intelligence,,,,new
Tablet - 5G,Apple,iPad mini (A17 Pro),645035,,3449,,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/6/b/0/c/6b0c4f1484de3bd38a286cdf37ea14cd2f67c2ea_645035.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",256 GB,297.00 g ( 10.48 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-a17-pro-tablet-pc-645035.html,Apple Intelligence,,1 SIM,,new
Wi-Fi Tablet PC,Apple,iPad mini (A17 Pro),645032,,2749,,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/2/c/5/8/2c5836a5236b77296a63b5f242e70e5b9e5b99f4_645032.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",256 GB,293.00 g ( 10.34 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-a17-pro-tablet-pc-645032.html,Apple Intelligence,,,,new
Tablet - 5G,Apple,iPad mini (A17 Pro),645033,,3449,,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/2/6/6/a/266a33ee9a3a07c0ce7d5a9bdea5acdf7a7927e0_645033.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",256 GB,297.00 g ( 10.48 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-a17-pro-tablet-pc-645033.html,Apple Intelligence,,1 SIM,,new
Wi-Fi Tablet PC,Apple,iPad mini (A17 Pro),645012,,2749,,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/f/a/d/b/fadbe88c2018c43ba1e8e35388f5580291ff0316_645012.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",256 GB,293.00 g ( 10.34 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-7-tablet-pc-645012.html,Apple Intelligence,,,,new
Wi-Fi Tablet PC,Samsung,Galaxy Tab S10+,652246,35%,3999,2599.0,Moonstone Grey,https://ak-asset.jarir.com/akeneo-prod/asset/b/0/4/9/b04942e722856854def0064834c3b3856bd8bd96_652246.jpg,Android 14,12 GB RAM,Dynamic AMOLED 2X,"12.4""",2800 X 1752 Pixels,"Water and Dust Resistant (IP68), Enhanced Armor Aluminum",256 GB,571.00 g ( 1.26 lb ),https://www.jarir.com/sa-en/samsung-galaxy-tab-s10-renewed-tablet-pc-652246.html,,3.4 GHz + 2.8 GHz + 2.0 GHz,,2599.0,renewed
Tablet - 5G,Apple,iPad mini (A17 Pro),645007,,2999,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/d/a/4/6/da465d3a713365e26c73306be0abebe203aa3a2b_645007.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",128 GB,297.00 g ( 10.48 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-7-tablet-pc-645007.html,Apple Intelligence,,1 SIM,,new
Wi-Fi Tablet PC,Apple,iPad mini (A17 Pro),645011,,2749,,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/0/b/d/f/0bdf3bad01b3745f147eee418b2efa8d38821761_645011.jpg,iPadOS 18,,Liquid Retina Display,"8.3""",2266 X 1488 Pixels,"Apple Intelligence, 6-core CPU, 5-core GPU",256 GB,293.00 g ( 10.34 oz ),https://www.jarir.com/sa-en/apple-ipad-mini-7-tablet-pc-645011.html,Apple Intelligence,,,,new
Wi-Fi Tablet PC,Apple,iPad Pro 11 M1,641737,48%,4099,2099.0,Silver,https://ak-asset.jarir.com/akeneo-prod/asset/7/5/5/7/75570476c786d243a0251bb7866fb7795673ba5a_641737.jpg,iPadOS 14,8 GB RAM,Liquid Retina Display,"11""",2388 X 1668 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Barometer, Ambient Light",256 GB,470.00 g ( 1.04 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-11-2021-renewed-tablet-pc-641737.html,,,,2099.0,renewed
Tablet - Wi-Fi (with Keyboard),Huawei,MatePad Air,635353,59%,2199,899.0,White,https://ak-asset.jarir.com/akeneo-prod/asset/7/d/3/e/7d3ec3bf6101ba6093fc2fee1651cb9b46608972_635353.jpg,HarmonyOS 3.1,8 GB RAM,2.8K 144 Hz LCD Display,"11.5""",2800 X 1840 Pixels,Super Device,128 GB,508.00 g ( 1.12 lb ),https://www.jarir.com/sa-en/huawei-tablet-pc-635353.html,,,,899.0,new
Tablet - 5G,Apple,iPad Air 13 M2,635591,13%,4849,4199.0,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/9/b/1/1/9b116cd710b8ba85b5d1f1c22b4e882863b9a245_635591.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,618.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m2-2024-tablet-pc-635591.html,Apple Intelligence,,,4199.0,new
Tablet - 5G,Apple,iPad Pro 12.9 M2,598739,16%,6149,5149.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/8/0/f/9/80f9a49cc9d27cc4e701d81a642ab6c11dcfe1f0_598739.jpg,iPadOS 16,8 GB RAM,Liquid Retina XDR Display,"12.9""",2732 X 2048 Pixels,"Face ID, LiDAR Scanner, Accelerometer, Three-axis Gyro, Barometer, Ambient Light",256 GB,685.00 g ( 1.51 lb ),https://www.jarir.com/sa-en/apple-ipad-pro-12-9-2022-tablet-pc-598739.html,Apple Intelligence,4 Performance Cores/4 Efficiency Cores,1 SIM,5149.0,new
Tablet - Wi-Fi (with Active Pen),Lenovo,Tab P12,623457,37%,1599,999.0,Storm Grey,https://ak-asset.jarir.com/akeneo-prod/asset/3/c/8/6/3c867e8c8f2eecc418f48db73555d7455cd48da2_623457.jpg,Android 13,8 GB RAM,3K 10-point Multi-Touch,"12.7""",2944 X 1840 Pixels,"Fingerprint Sensor, Accelerometer, G-Sensor",128 GB,615.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/lenovo-tab-p12-tablet-pc-623457.html,AI Enabled,2.6 GHz + 2.0 GHz,,999.0,new
Tablet - 5G,Apple,iPad Air 11 M2,635555,15%,3849,3269.0,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/b/e/e/8/bee88e2456551280a779fdc6114282a8ee5caca9_635555.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,256 GB,462.00 g ( 1.02 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m2-2024-tablet-pc-635555.html,Apple Intelligence,,,3269.0,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M2,635576,14%,3699,3149.0,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/a/6/e/c/a6ecbebcc5642197f25017ed54b7e6d7665b6b05_635576.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,128 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m2-2024-tablet-pc-635576.html,Apple Intelligence,,,3149.0,new
Tablet - Wi-Fi (with Keyboard),Huawei,MatePad 11.5 S,637289,27%,1999,1449.0,Violet,https://ak-asset.jarir.com/akeneo-prod/asset/e/1/6/9/e169df71b6be0073881665768f8b63bfe08f265e_637289.jpg,HarmonyOS 4.2,8 GB RAM,PaperMatte Touchscreen,"11.5""",2800 X 1840 Pixels,"Huawei App Gallery, Huawei Notes, GoPaint, PaperMatte Screen",256 GB,510.00 g ( 1.12 lb ),https://www.jarir.com/sa-en/huawei-matepad-11-5-s-tablet-pc-637289.html,,,,1449.0,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M2,635552,13%,3699,3199.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/8/a/e/7/8ae73d1519ca27c4f479238d9e745120038a912e_635552.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,128 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m2-2024-tablet-pc-635552.html,Apple Intelligence,,,3199.0,new
Tablet - 5G,Apple,iPad Air 13 M2,635588,12%,4399,3849.0,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/0/3/7/a/037ad35fbd7f23f066dddbaec0ef80ac2157b960_635588.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,128 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m2-2024-tablet-pc-635588.html,Apple Intelligence,,,3849.0,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M2,635574,13%,3699,3199.0,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/b/e/b/1/beb1980b9cdc3a44c042f463c5f1291061de7090_635574.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,128 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m2-2024-tablet-pc-635574.html,Apple Intelligence,,,3199.0,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M2,635519,16%,2699,2249.0,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/e/0/1/6/e0163ba6a429ad133e3023f7fbada55872cc0673_635519.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,128 GB,462.00 g ( 1.02 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m2-2024-tablet-pc-635519.html,Apple Intelligence,,,2249.0,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M2,635516,16%,2699,2249.0,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/1/0/c/0/10c0e8a53514eff9ddc5276d2b30f02dfbe1cb62_635516.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,128 GB,462.00 g ( 1.02 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m2-2024-tablet-pc-635516.html,Apple Intelligence,,,2249.0,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M2,635523,14%,3149,2699.0,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/0/8/1/9/081989aa5d07d7de06cbcfd8d13475e31acc138d_635523.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,256 GB,462.00 g ( 1.02 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m2-2024-tablet-pc-635523.html,Apple Intelligence,,,2699.0,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M2,635579,10%,4149,3699.0,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/f/e/e/c/feec635e6720ec4c3afc482c5ccc6093a432f9a6_635579.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m2-2024-tablet-pc-635579.html,Apple Intelligence,,,3699.0,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M2,635517,16%,2699,2249.0,Starlight,https://ak-asset.jarir.com/akeneo-prod/asset/c/2/9/b/c29bcd3d3b97d61b1f5685c1a6d1686f80b714e3_635517.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,128 GB,462.00 g ( 1.02 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m2-2024-tablet-pc-635517.html,Apple Intelligence,,,2249.0,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M2,635526,14%,3149,2699.0,Purple,https://ak-asset.jarir.com/akeneo-prod/asset/9/3/8/0/93808746139adfd122f6ac7e88b14de59150f0ad_635526.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,256 GB,462.00 g ( 1.02 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m2-2024-tablet-pc-635526.html,Apple Intelligence,,,2699.0,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M2,635577,10%,4149,3699.0,Blue,https://ak-asset.jarir.com/akeneo-prod/asset/4/7/3/b/473bfbf5d8f59506f996b5e1cf23e89d83e51dd9_635577.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m2-2024-tablet-pc-635577.html,Apple Intelligence,,,3699.0,new
Wi-Fi Tablet PC,Apple,iPad Air 13 M2,635559,10%,4149,3699.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/8/5/6/1/8561bd1ee3da99acb735774f8c451a237b187af2_635559.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"13""",2732 X 2048 Pixels,Touch ID,256 GB,617.00 g ( 1.36 lb ),https://www.jarir.com/sa-en/apple-ipad-air-13-m2-2024-tablet-pc-635559.html,Apple Intelligence,,,3699.0,new
Wi-Fi Tablet PC,Apple,iPad Air 11 M2,635542,11%,4049,3599.0,Space Grey,https://ak-asset.jarir.com/akeneo-prod/asset/9/8/a/1/98a17496c3d610e695b9dfd4c5ce555e21c345d9_635542.jpg,iPadOS 17,8 GB RAM,Liquid Retina Display,"11""",2360 X 1640 Pixels,Touch ID,512 GB,462.00 g ( 1.02 lb ),https://www.jarir.com/sa-en/apple-ipad-air-11-m2-2024-tablet-pc-635542.html,Apple Intelligence,,,3599.0,new
